motherboard_brand,motherboard_chipset,cpu_brand,cpu_model,ram_brand,ram_size_gb,ram_type,ram_speed_mhz,gpu_brand,gpu_model,cooler_brand,cooler_type,cabinet_brand,cabinet_type,psu_brand,psu_wattage,storage_type,storage_capacity_gb,total_price
asrock,a520,amd,amd_ryzen_5_7600x,adata,32_gb,ddr5,5600_mhz,amd,radeon_rx_7800_xt,be_quiet!,stock,thermaltake,mini-itx,seasonic,750_wattage,ssd_nvme,1000_gb,191197.0
asus,x670,amd,amd_athlon_3000g,teamgroup,8_gb,ddr4,3600_mhz,nvidia,gtx_1650,stock_cooler,air,nzxt,mini-itx,seasonic,450_wattage,ssd_sata,256_gb,61390.0
evga,b650,amd,amd_ryzen_7_7700x,adata,16_gb,ddr4,3000_mhz,amd,radeon_rx_7800_xt,stock_cooler,aio_240mm,cooler_master,mini-itx,evga,1000_wattage,ssd_nvme,1000_gb,221059.0
evga,b650,amd,amd_ryzen_5_5600x,corsair,8_gb,ddr4,3600_mhz,amd,radeon_rx_6500_xt,deepcool,aio_240mm,cooler_master,mini-itx,evga,550_wattage,ssd_sata,2000_gb,70914.0
intel,z690,intel,intel_core_i9-13900k,adata,16_gb,ddr5,5200_mhz,nvidia,rtx_4080,noctua,aio_360mm,thermaltake,mid_tower,seasonic,1000_wattage,ssd_nvme,256_gb,262303.0
gigabyte,z790,intel,intel_core_i3-13100,patriot,8_gb,ddr5,3600_mhz,nvidia,rtx_4080,stock_cooler,aio_240mm,thermaltake,mid_tower,evga,1000_wattage,ssd_nvme,2000_gb,201297.0
intel,b650,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr5,3200_mhz,nvidia,rtx_4090,deepcool,air,corsair,mid_tower,antec,1200_wattage,ssd_nvme,512_gb,326180.70000000007
asus,h610,intel,intel_pentium_gold_g7400,corsair,32_gb,ddr5,4800_mhz,nvidia,rtx_4070,be_quiet!,air,antec,microatx,cooler_master,1000_wattage,ssd_nvme,512_gb,197138.0
biostar,h610,intel,intel_core_i5-13600k,patriot,8_gb,ddr5,4800_mhz,nvidia,rtx_4070,corsair,aio_360mm,thermaltake,full_tower,cooler_master,1000_wattage,ssd_sata,512_gb,212777.0
asrock,h610,intel,intel_pentium_gold_g7400,kingston,16_gb,ddr5,3600_mhz,nvidia,rtx_3060,be_quiet!,air,generic,microatx,cooler_master,850_wattage,ssd_sata,256_gb,80458.0
msi,h670,intel,intel_core_i3-13100,teamgroup,16_gb,ddr5,4800_mhz,nvidia,rtx_4080,be_quiet!,air,corsair,mid_tower,seasonic,1000_wattage,ssd_nvme,256_gb,174015.0
msi,z790,intel,intel_core_i9-13900k,kingston,16_gb,ddr4,2400_mhz,amd,radeon_rx_7800_xt,stock_cooler,air,cooler_master,mid_tower,seasonic,850_wattage,ssd_sata,256_gb,228873.0
asrock,b550,amd,amd_ryzen_9_7950x,kingston,16_gb,ddr5,5600_mhz,nvidia,rtx_4070,corsair,aio_120mm,cooler_master,microatx,seasonic,1000_wattage,ssd_nvme,1000_gb,240977.0
asrock,z690,intel,intel_core_i5-13600k,teamgroup,32_gb,ddr5,3200_mhz,nvidia,rtx_4090,be_quiet!,aio_240mm,corsair,mini-itx,antec,850_wattage,ssd_nvme,2000_gb,326180.70000000007
intel,x570,amd,amd_ryzen_9_7950x,corsair,8_gb,ddr4,3600_mhz,nvidia,rtx_3060,stock_cooler,aio_240mm,generic,microatx,seasonic,850_wattage,ssd_nvme,1000_gb,162169.0
intel,b650,amd,amd_ryzen_9_7950x,adata,16_gb,ddr4,3000_mhz,nvidia,rtx_4090,cooler_master,air,generic,mini-itx,seasonic,850_wattage,ssd_sata,256_gb,326180.70000000007
asus,b550,amd,amd_ryzen_5_5600x,adata,16_gb,ddr5,5600_mhz,nvidia,rtx_4070,deepcool,air,corsair,full_tower,corsair,750_wattage,ssd_nvme,256_gb,177464.0
intel,a520,amd,amd_ryzen_5_7600x,g_skill,16_gb,ddr4,2400_mhz,nvidia,rtx_4090,noctua,air,nzxt,mid_tower,corsair_(budget),850_wattage,ssd_nvme,2000_gb,326180.70000000007
msi,b550,amd,amd_ryzen_5_5600x,teamgroup,16_gb,ddr4,2666_mhz,amd,radeon_rx_7800_xt,corsair,air,nzxt,microatx,corsair,750_wattage,ssd_nvme,2000_gb,184418.0
biostar,z690,intel,intel_core_i7-13700k,adata,32_gb,ddr5,5200_mhz,nvidia,rtx_3060,stock_cooler,aio_360mm,generic,full_tower,evga,750_wattage,ssd_nvme,1000_gb,163671.0
gigabyte,b550,amd,amd_ryzen_9_7950x,adata,8_gb,ddr5,5200_mhz,nvidia,gtx_1650,deepcool,aio_360mm,cooler_master,mini-itx,corsair,550_wattage,ssd_nvme,512_gb,123851.0
asrock,h670,intel,intel_core_i3-13100,adata,16_gb,ddr5,5600_mhz,nvidia,rtx_3060,be_quiet!,aio_240mm,fractal_design,microatx,evga,650_wattage,ssd_nvme,512_gb,95554.0
asrock,z790,intel,intel_core_i3-13100,adata,16_gb,ddr4,3000_mhz,nvidia,gtx_1650,noctua,aio_120mm,generic,full_tower,antec,450_wattage,ssd_nvme,256_gb,64934.0
gigabyte,x670,amd,amd_athlon_3000g,g_skill,8_gb,ddr5,4800_mhz,nvidia,rtx_4090,noctua,aio_120mm,thermaltake,microatx,cooler_master,1200_wattage,ssd_nvme,256_gb,326180.70000000007
biostar,x670,amd,amd_ryzen_5_5600x,patriot,32_gb,ddr5,3200_mhz,amd,radeon_rx_7600,noctua,air,fractal_design,microatx,seasonic,850_wattage,ssd_nvme,2000_gb,131019.0
asus,b550,amd,amd_athlon_3000g,kingston,8_gb,ddr4,2666_mhz,nvidia,rtx_4090,noctua,air,antec,mid_tower,antec,850_wattage,ssd_sata,256_gb,263108.0
msi,z790,intel,intel_core_i7-13700k,crucial,8_gb,ddr5,3600_mhz,amd,radeon_rx_7600,noctua,air,antec,mid_tower,evga,850_wattage,ssd_nvme,512_gb,139579.0
gigabyte,x670,amd,amd_ryzen_5_5600x,corsair,8_gb,ddr5,5600_mhz,nvidia,rtx_4080,deepcool,air,thermaltake,full_tower,corsair,750_wattage,ssd_nvme,256_gb,192196.0
intel,b660,intel,intel_core_i3-13100,corsair,32_gb,ddr5,5600_mhz,amd,radeon_rx_7800_xt,corsair,air,nzxt,mid_tower,seasonic,1000_wattage,ssd_sata,512_gb,203022.0
gigabyte,b550,amd,amd_ryzen_9_7950x,crucial,8_gb,ddr5,5200_mhz,amd,radeon_rx_7800_xt,corsair,air,fractal_design,mini-itx,corsair,1000_wattage,ssd_nvme,1000_gb,241865.0
asus,z690,intel,intel_pentium_gold_g7400,patriot,8_gb,ddr5,3200_mhz,nvidia,rtx_4080,noctua,air,generic,full_tower,corsair,850_wattage,ssd_nvme,2000_gb,186481.0
intel,z790,intel,intel_pentium_gold_g7400,crucial,8_gb,ddr5,3600_mhz,nvidia,rtx_4090,deepcool,air,generic,full_tower,antec,850_wattage,ssd_nvme,1000_gb,323768.0
evga,x670,amd,amd_ryzen_5_7600x,crucial,16_gb,ddr5,5600_mhz,nvidia,rtx_4070,corsair,aio_240mm,generic,mid_tower,corsair,1000_wattage,ssd_sata,512_gb,227917.0
gigabyte,b550,amd,amd_ryzen_5_5600x,corsair,32_gb,ddr5,3600_mhz,nvidia,rtx_4090,noctua,air,antec,microatx,seasonic,1200_wattage,ssd_nvme,1000_gb,326180.70000000007
intel,x570,amd,amd_ryzen_9_7950x,crucial,32_gb,ddr5,4800_mhz,amd,radeon_rx_7800_xt,corsair,air,generic,mini-itx,evga,850_wattage,ssd_nvme,512_gb,266601.0
asus,x570,amd,amd_ryzen_9_7950x,kingston,8_gb,ddr5,5600_mhz,nvidia,rtx_4080,stock_cooler,air,corsair,full_tower,corsair_(budget),750_wattage,ssd_nvme,256_gb,242899.0
biostar,a520,amd,amd_ryzen_5_5600x,patriot,8_gb,ddr4,2666_mhz,amd,radeon_rx_7600,deepcool,air,thermaltake,mid_tower,seasonic,750_wattage,ssd_nvme,2000_gb,87962.0
biostar,b660,intel,intel_core_i3-13100,teamgroup,16_gb,ddr4,2666_mhz,nvidia,rtx_3060,cooler_master,air,generic,full_tower,seasonic,650_wattage,ssd_nvme,1000_gb,91482.0
gigabyte,b660,intel,intel_core_i9-13900k,corsair,8_gb,ddr5,4800_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,corsair,mid_tower,corsair,550_wattage,ssd_nvme,512_gb,109526.0
biostar,b650,amd,amd_ryzen_9_7950x,kingston,8_gb,ddr4,4000_mhz,nvidia,rtx_4070,stock_cooler,air,corsair,microatx,seasonic,1000_wattage,ssd_nvme,1000_gb,246912.0
msi,b660,intel,intel_core_i3-13100,g_skill,128_gb,ddr5,3600_mhz,nvidia,rtx_4070,noctua,aio_120mm,fractal_design,mini-itx,seasonic,850_wattage,ssd_nvme,1000_gb,287077.0
intel,x570,amd,amd_ryzen_5_5600x,corsair,16_gb,ddr5,3600_mhz,nvidia,rtx_4080,deepcool,aio_120mm,antec,mini-itx,cooler_master,850_wattage,ssd_sata,2000_gb,193055.0
biostar,b660,intel,intel_core_i9-13900k,kingston,8_gb,ddr4,3200_mhz,amd,radeon_rx_6500_xt,cooler_master,air,nzxt,mid_tower,corsair_(budget),550_wattage,ssd_nvme,1000_gb,105262.0
gigabyte,x570,amd,amd_ryzen_5_5600x,kingston,16_gb,ddr5,5600_mhz,amd,radeon_rx_7600,be_quiet!,air,generic,mini-itx,corsair_(budget),850_wattage,ssd_sata,512_gb,113023.0
biostar,x670,amd,amd_ryzen_5_5600x,patriot,16_gb,ddr5,4800_mhz,nvidia,rtx_4080,deepcool,air,generic,mini-itx,corsair,750_wattage,ssd_sata,1000_gb,187404.0
biostar,b650,amd,amd_athlon_3000g,g_skill,16_gb,ddr4,3000_mhz,nvidia,rtx_4090,be_quiet!,aio_360mm,fractal_design,full_tower,seasonic,850_wattage,ssd_nvme,1000_gb,310039.0
asus,b660,intel,intel_core_i3-13100,teamgroup,16_gb,ddr4,3600_mhz,nvidia,rtx_4080,noctua,air,generic,full_tower,corsair,850_wattage,hdd,1000_gb,179157.0
evga,a520,amd,amd_ryzen_7_7700x,crucial,16_gb,ddr4,3200_mhz,amd,radeon_rx_7800_xt,be_quiet!,air,generic,mid_tower,seasonic,1000_wattage,ssd_sata,512_gb,202605.0
intel,z690,intel,intel_core_i5-13600k,kingston,8_gb,ddr5,3600_mhz,amd,radeon_rx_6500_xt,be_quiet!,stock,cooler_master,mid_tower,corsair_(budget),450_wattage,ssd_nvme,2000_gb,83414.0
asrock,z790,intel,intel_core_i7-13700k,patriot,8_gb,ddr4,2400_mhz,nvidia,rtx_4070,be_quiet!,aio_120mm,antec,full_tower,seasonic,1000_wattage,ssd_sata,2000_gb,220324.0
msi,h610,intel,intel_core_i5-13600k,corsair,8_gb,ddr5,3600_mhz,nvidia,rtx_4090,corsair,air,corsair,full_tower,corsair,1200_wattage,ssd_nvme,256_gb,320926.0
intel,a520,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr4,2400_mhz,nvidia,rtx_4080,noctua,air,generic,full_tower,corsair,850_wattage,ssd_nvme,1000_gb,237567.0
asrock,z690,intel,intel_core_i9-13900k,kingston,8_gb,ddr5,4800_mhz,nvidia,rtx_3060,deepcool,aio_360mm,thermaltake,mini-itx,seasonic,750_wattage,ssd_nvme,512_gb,163259.0
gigabyte,b660,intel,intel_pentium_gold_g7400,adata,16_gb,ddr4,3600_mhz,nvidia,rtx_4080,stock_cooler,air,antec,full_tower,evga,750_wattage,ssd_nvme,1000_gb,157641.0
intel,b660,intel,intel_pentium_gold_g7400,patriot,8_gb,ddr5,5200_mhz,nvidia,rtx_4080,stock_cooler,stock,corsair,microatx,evga,750_wattage,ssd_sata,2000_gb,171477.0
asus,x570,amd,amd_ryzen_9_7950x,g_skill,8_gb,ddr5,4800_mhz,amd,radeon_rx_6500_xt,corsair,aio_120mm,nzxt,microatx,corsair_(budget),550_wattage,ssd_nvme,512_gb,128640.0
biostar,a520,amd,amd_ryzen_7_7700x,kingston,32_gb,ddr4,4000_mhz,amd,radeon_rx_7600,stock_cooler,aio_120mm,fractal_design,mid_tower,corsair_(budget),650_wattage,ssd_sata,512_gb,121810.0
asus,z690,intel,intel_core_i9-13900k,adata,16_gb,ddr5,5200_mhz,nvidia,gtx_1650,deepcool,air,antec,mid_tower,corsair,450_wattage,ssd_nvme,256_gb,124289.0
intel,x570,amd,amd_athlon_3000g,g_skill,16_gb,ddr5,3600_mhz,nvidia,rtx_4070,deepcool,aio_360mm,generic,mid_tower,seasonic,1000_wattage,ssd_nvme,256_gb,188835.0
asus,b650,amd,amd_athlon_3000g,teamgroup,16_gb,ddr4,4000_mhz,amd,radeon_rx_7800_xt,be_quiet!,stock,thermaltake,microatx,seasonic,750_wattage,ssd_sata,256_gb,162398.0
gigabyte,x670,amd,amd_ryzen_5_7600x,adata,32_gb,ddr5,5600_mhz,nvidia,rtx_4070,deepcool,aio_240mm,cooler_master,mini-itx,cooler_master,850_wattage,ssd_sata,256_gb,223344.0
gigabyte,x570,amd,amd_ryzen_5_7600x,teamgroup,32_gb,ddr5,3200_mhz,nvidia,rtx_3060,noctua,air,fractal_design,microatx,evga,850_wattage,ssd_sata,1000_gb,140721.0
evga,h670,intel,intel_core_i7-13700k,crucial,16_gb,ddr4,3000_mhz,amd,radeon_rx_7800_xt,cooler_master,air,nzxt,full_tower,evga,750_wattage,ssd_nvme,1000_gb,219466.0
biostar,a520,amd,amd_ryzen_9_7950x,crucial,32_gb,ddr4,3600_mhz,nvidia,rtx_4080,noctua,aio_360mm,antec,microatx,cooler_master,750_wattage,ssd_nvme,2000_gb,234705.0
msi,x570,amd,amd_ryzen_7_7700x,teamgroup,64_gb,ddr5,3600_mhz,nvidia,rtx_4070,deepcool,air,cooler_master,mid_tower,antec,850_wattage,ssd_sata,2000_gb,251756.0
biostar,h610,intel,intel_core_i3-13100,patriot,8_gb,ddr5,5200_mhz,nvidia,rtx_4070,be_quiet!,aio_240mm,corsair,full_tower,corsair_(budget),1000_wattage,hdd,1000_gb,162856.0
gigabyte,h670,intel,intel_pentium_gold_g7400,corsair,32_gb,ddr5,5600_mhz,amd,radeon_rx_7900_xtx,be_quiet!,air,corsair,microatx,evga,850_wattage,ssd_nvme,1000_gb,324616.0
asrock,a520,amd,amd_ryzen_5_5600x,kingston,16_gb,ddr5,4800_mhz,nvidia,rtx_4070,deepcool,aio_240mm,generic,mid_tower,corsair_(budget),1000_wattage,ssd_nvme,2000_gb,187247.0
msi,x670,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr4,2400_mhz,amd,radeon_rx_7900_xtx,deepcool,air,corsair,mid_tower,seasonic,1200_wattage,ssd_sata,512_gb,326180.70000000007
evga,b550,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr4,3600_mhz,nvidia,rtx_4090,stock_cooler,air,nzxt,full_tower,corsair,1200_wattage,ssd_sata,256_gb,326180.70000000007
msi,z690,intel,intel_core_i9-13900k,g_skill,8_gb,ddr4,2666_mhz,nvidia,rtx_4090,deepcool,aio_360mm,generic,microatx,seasonic,850_wattage,hdd,1000_gb,326180.70000000007
msi,b650,amd,amd_ryzen_9_7950x,patriot,32_gb,ddr4,2400_mhz,amd,radeon_rx_6500_xt,corsair,air,generic,full_tower,corsair_(budget),450_wattage,ssd_nvme,256_gb,120408.0
asus,h610,intel,intel_core_i5-13600k,teamgroup,16_gb,ddr4,3000_mhz,nvidia,rtx_4070,deepcool,aio_360mm,thermaltake,microatx,evga,1000_wattage,ssd_sata,512_gb,190358.0
asus,h610,intel,intel_core_i9-13900k,g_skill,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,be_quiet!,aio_240mm,cooler_master,mid_tower,seasonic,650_wattage,hdd,1000_gb,120616.0
biostar,b650,amd,amd_ryzen_9_7950x,corsair,8_gb,ddr5,5200_mhz,nvidia,rtx_3060,noctua,air,thermaltake,mini-itx,seasonic,850_wattage,hdd,1000_gb,152953.0
biostar,h610,intel,intel_core_i7-13700k,adata,8_gb,ddr5,3200_mhz,nvidia,gtx_1650,cooler_master,air,corsair,full_tower,corsair_(budget),450_wattage,ssd_sata,2000_gb,88718.0
biostar,h670,intel,intel_core_i5-13600k,crucial,16_gb,ddr4,4000_mhz,nvidia,rtx_3060,corsair,aio_240mm,corsair,full_tower,corsair_(budget),850_wattage,ssd_nvme,512_gb,113317.0
asrock,a520,amd,amd_athlon_3000g,g_skill,32_gb,ddr5,4800_mhz,amd,radeon_rx_7800_xt,stock_cooler,air,cooler_master,mid_tower,cooler_master,750_wattage,ssd_sata,1000_gb,183405.0
asrock,b650,amd,amd_ryzen_9_7950x,corsair,32_gb,ddr5,3200_mhz,nvidia,rtx_3060,noctua,air,thermaltake,microatx,evga,650_wattage,ssd_nvme,256_gb,171185.0
evga,b550,amd,amd_ryzen_7_7700x,crucial,16_gb,ddr4,3600_mhz,nvidia,rtx_4080,cooler_master,aio_120mm,corsair,microatx,seasonic,1000_wattage,ssd_nvme,2000_gb,219449.0
asus,h670,intel,intel_core_i9-13900k,teamgroup,32_gb,ddr5,3200_mhz,nvidia,rtx_3060,stock_cooler,aio_240mm,cooler_master,mini-itx,corsair,850_wattage,ssd_sata,1000_gb,170520.0
gigabyte,h610,intel,intel_core_i3-13100,crucial,8_gb,ddr5,4800_mhz,nvidia,rtx_4090,cooler_master,aio_360mm,antec,full_tower,corsair_(budget),850_wattage,ssd_nvme,2000_gb,326180.70000000007
asus,z790,intel,intel_pentium_gold_g7400,corsair,16_gb,ddr4,3200_mhz,amd,radeon_rx_7600,stock_cooler,aio_240mm,generic,mid_tower,corsair_(budget),750_wattage,ssd_nvme,256_gb,103042.0
biostar,h610,intel,intel_pentium_gold_g7400,crucial,32_gb,ddr5,4800_mhz,nvidia,rtx_3060,deepcool,air,thermaltake,microatx,antec,750_wattage,ssd_sata,256_gb,90031.0
msi,x670,amd,amd_athlon_3000g,patriot,64_gb,ddr5,5600_mhz,nvidia,gtx_1650,stock_cooler,aio_240mm,fractal_design,mid_tower,seasonic,450_wattage,hdd,2000_gb,114042.0
intel,x670,amd,amd_athlon_3000g,crucial,32_gb,ddr5,3600_mhz,nvidia,rtx_4070,corsair,aio_240mm,corsair,full_tower,cooler_master,1000_wattage,ssd_sata,512_gb,201734.0
evga,x670,amd,amd_ryzen_5_5600x,teamgroup,16_gb,ddr4,3600_mhz,nvidia,rtx_4090,stock_cooler,air,antec,mid_tower,evga,1200_wattage,ssd_sata,2000_gb,306810.0
asus,b660,intel,intel_core_i5-13600k,patriot,16_gb,ddr4,3200_mhz,nvidia,rtx_4080,deepcool,air,cooler_master,mini-itx,corsair,750_wattage,ssd_nvme,256_gb,181778.0
gigabyte,z790,intel,intel_pentium_gold_g7400,kingston,16_gb,ddr5,4800_mhz,nvidia,rtx_4080,corsair,aio_120mm,corsair,mini-itx,corsair,1000_wattage,ssd_nvme,1000_gb,208805.0
msi,h670,intel,intel_core_i5-13600k,g_skill,32_gb,ddr5,3600_mhz,nvidia,gtx_1650,be_quiet!,air,cooler_master,microatx,evga,650_wattage,ssd_nvme,256_gb,97799.0
intel,h670,intel,intel_core_i3-13100,corsair,16_gb,ddr4,2666_mhz,nvidia,rtx_4070,cooler_master,air,generic,mid_tower,evga,850_wattage,ssd_nvme,2000_gb,173422.0
evga,h670,intel,intel_core_i5-13600k,adata,16_gb,ddr4,4000_mhz,amd,radeon_rx_7900_xtx,corsair,aio_120mm,corsair,full_tower,antec,1200_wattage,ssd_nvme,1000_gb,315467.0
gigabyte,a520,amd,amd_ryzen_5_7600x,crucial,8_gb,ddr4,2666_mhz,nvidia,rtx_4080,deepcool,air,antec,mid_tower,evga,850_wattage,ssd_nvme,512_gb,175641.0
evga,x570,amd,amd_ryzen_5_7600x,g_skill,32_gb,ddr5,5200_mhz,nvidia,rtx_3060,noctua,air,nzxt,mini-itx,seasonic,650_wattage,ssd_nvme,2000_gb,146011.0
intel,h670,intel,intel_core_i5-13600k,patriot,16_gb,ddr4,4000_mhz,amd,radeon_rx_6500_xt,be_quiet!,air,fractal_design,full_tower,corsair_(budget),650_wattage,ssd_nvme,512_gb,75346.0
gigabyte,h610,intel,intel_core_i5-13600k,patriot,16_gb,ddr4,3000_mhz,nvidia,rtx_4080,noctua,aio_240mm,antec,microatx,corsair,1000_wattage,ssd_nvme,2000_gb,199782.0
asrock,a520,amd,amd_ryzen_5_7600x,corsair,32_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,stock_cooler,aio_360mm,nzxt,full_tower,antec,1000_wattage,ssd_nvme,512_gb,239260.0
asus,x670,amd,amd_ryzen_7_7700x,kingston,8_gb,ddr5,5200_mhz,nvidia,gtx_1650,stock_cooler,aio_240mm,antec,mini-itx,corsair,550_wattage,ssd_nvme,2000_gb,117808.0
evga,h610,intel,intel_core_i9-13900k,crucial,8_gb,ddr5,3600_mhz,nvidia,rtx_4090,noctua,aio_240mm,generic,microatx,seasonic,1000_wattage,ssd_nvme,2000_gb,326180.70000000007
gigabyte,x670,amd,amd_ryzen_9_7950x,teamgroup,8_gb,ddr4,2666_mhz,amd,radeon_rx_7900_xtx,deepcool,aio_240mm,cooler_master,mid_tower,cooler_master,1200_wattage,ssd_nvme,1000_gb,326180.70000000007
asus,x670,amd,amd_athlon_3000g,teamgroup,8_gb,ddr4,4000_mhz,amd,radeon_rx_7900_xtx,cooler_master,aio_240mm,antec,full_tower,cooler_master,850_wattage,ssd_nvme,2000_gb,326180.70000000007
evga,x570,amd,amd_athlon_3000g,patriot,8_gb,ddr5,4800_mhz,amd,radeon_rx_7900_xtx,noctua,aio_120mm,corsair,mini-itx,corsair_(budget),1200_wattage,ssd_nvme,512_gb,326180.70000000007
evga,b550,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr5,4800_mhz,nvidia,rtx_4090,stock_cooler,air,antec,microatx,cooler_master,1000_wattage,ssd_nvme,512_gb,326180.70000000007
intel,a520,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr5,5600_mhz,amd,radeon_rx_7800_xt,deepcool,aio_360mm,fractal_design,full_tower,corsair,750_wattage,ssd_nvme,512_gb,222078.0
asrock,b650,amd,amd_athlon_3000g,crucial,16_gb,ddr4,3200_mhz,nvidia,rtx_4080,corsair,air,corsair,microatx,evga,750_wattage,ssd_nvme,512_gb,168138.0
asrock,b660,intel,intel_core_i9-13900k,patriot,16_gb,ddr4,2666_mhz,nvidia,rtx_4070,deepcool,air,nzxt,microatx,seasonic,1000_wattage,ssd_nvme,1000_gb,245872.0
asus,a520,amd,amd_ryzen_5_7600x,adata,8_gb,ddr4,3200_mhz,nvidia,rtx_4080,noctua,air,fractal_design,mid_tower,antec,750_wattage,hdd,2000_gb,164525.0
evga,b650,amd,amd_ryzen_7_7700x,corsair,16_gb,ddr5,3600_mhz,nvidia,rtx_4080,be_quiet!,aio_120mm,antec,full_tower,antec,1000_wattage,ssd_nvme,512_gb,217693.0
gigabyte,h670,intel,intel_core_i3-13100,crucial,8_gb,ddr5,5600_mhz,nvidia,rtx_4070,cooler_master,aio_120mm,antec,full_tower,corsair_(budget),1000_wattage,ssd_nvme,256_gb,163104.0
gigabyte,b550,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr5,3200_mhz,nvidia,rtx_4070,noctua,air,corsair,full_tower,evga,1000_wattage,ssd_nvme,1000_gb,247024.0
asrock,b650,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr5,3600_mhz,nvidia,rtx_4070,be_quiet!,aio_360mm,antec,mini-itx,antec,750_wattage,ssd_nvme,2000_gb,231447.0
asus,x670,amd,amd_athlon_3000g,kingston,32_gb,ddr5,5600_mhz,nvidia,rtx_4070,be_quiet!,air,antec,microatx,seasonic,850_wattage,ssd_nvme,2000_gb,197043.0
evga,h610,intel,intel_core_i5-13600k,adata,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,corsair,aio_240mm,fractal_design,microatx,evga,450_wattage,ssd_nvme,1000_gb,80974.0
evga,a520,amd,amd_ryzen_5_7600x,adata,16_gb,ddr5,5600_mhz,nvidia,gtx_1650,stock_cooler,aio_360mm,nzxt,mid_tower,corsair_(budget),550_wattage,ssd_nvme,512_gb,84069.0
evga,z690,intel,intel_core_i9-13900k,patriot,16_gb,ddr4,2400_mhz,nvidia,rtx_3060,noctua,air,thermaltake,mini-itx,seasonic,850_wattage,ssd_nvme,1000_gb,161721.0
intel,b650,amd,amd_ryzen_7_7700x,crucial,16_gb,ddr5,3600_mhz,nvidia,rtx_4080,stock_cooler,air,nzxt,mini-itx,seasonic,750_wattage,ssd_nvme,512_gb,228771.0
asrock,b650,amd,amd_ryzen_5_5600x,g_skill,8_gb,ddr5,3200_mhz,nvidia,gtx_1650,be_quiet!,air,nzxt,full_tower,evga,650_wattage,ssd_nvme,512_gb,67340.0
intel,x570,amd,amd_ryzen_5_7600x,crucial,16_gb,ddr4,2400_mhz,nvidia,rtx_4090,deepcool,air,antec,microatx,antec,850_wattage,ssd_sata,256_gb,326180.70000000007
asus,h610,intel,intel_core_i9-13900k,patriot,8_gb,ddr5,5200_mhz,amd,radeon_rx_6500_xt,deepcool,aio_240mm,fractal_design,full_tower,cooler_master,550_wattage,ssd_sata,2000_gb,117854.0
asus,z790,intel,intel_core_i7-13700k,patriot,16_gb,ddr4,2400_mhz,nvidia,rtx_4080,deepcool,air,thermaltake,microatx,antec,750_wattage,ssd_sata,512_gb,208086.0
asrock,a520,amd,amd_athlon_3000g,adata,16_gb,ddr4,3600_mhz,nvidia,rtx_4070,noctua,aio_360mm,cooler_master,full_tower,cooler_master,1000_wattage,ssd_nvme,1000_gb,191204.0
msi,b660,intel,intel_core_i3-13100,adata,8_gb,ddr5,4800_mhz,nvidia,rtx_4090,noctua,aio_240mm,thermaltake,microatx,antec,850_wattage,ssd_nvme,512_gb,319555.0
biostar,h610,intel,intel_core_i7-13700k,teamgroup,16_gb,ddr4,2666_mhz,nvidia,rtx_3060,stock_cooler,aio_120mm,corsair,full_tower,evga,850_wattage,ssd_nvme,1000_gb,126119.0
intel,x570,amd,amd_ryzen_9_7950x,patriot,16_gb,ddr4,3000_mhz,nvidia,rtx_3060,corsair,air,cooler_master,mid_tower,corsair,650_wattage,ssd_sata,512_gb,149439.0
asrock,b550,amd,amd_ryzen_5_5600x,patriot,8_gb,ddr4,3200_mhz,amd,radeon_rx_7900_xtx,deepcool,aio_120mm,nzxt,full_tower,corsair,1200_wattage,hdd,1000_gb,326180.70000000007
gigabyte,x670,amd,amd_ryzen_7_7700x,g_skill,16_gb,ddr5,3600_mhz,nvidia,rtx_3060,cooler_master,air,cooler_master,mid_tower,corsair_(budget),750_wattage,hdd,2000_gb,152463.0
asus,h670,intel,intel_core_i9-13900k,crucial,8_gb,ddr4,3000_mhz,nvidia,rtx_4080,noctua,stock,fractal_design,mid_tower,seasonic,750_wattage,ssd_sata,2000_gb,217113.0
biostar,z690,intel,intel_core_i7-13700k,crucial,16_gb,ddr4,2400_mhz,nvidia,rtx_4080,corsair,aio_240mm,corsair,microatx,antec,1000_wattage,ssd_nvme,2000_gb,234440.0
msi,b550,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr5,3200_mhz,nvidia,gtx_1650,corsair,air,antec,mid_tower,evga,650_wattage,ssd_nvme,256_gb,95315.0
asrock,z790,intel,intel_pentium_gold_g7400,teamgroup,16_gb,ddr4,4000_mhz,nvidia,rtx_3060,be_quiet!,air,thermaltake,full_tower,corsair_(budget),650_wattage,ssd_nvme,256_gb,91359.0
gigabyte,x570,amd,amd_ryzen_7_7700x,corsair,8_gb,ddr4,3000_mhz,nvidia,rtx_3060,deepcool,air,nzxt,full_tower,corsair_(budget),750_wattage,ssd_sata,512_gb,135194.0
